SpeciesName,Genus,Family,Order,Authority,Year,TaxonomicReview,N_authors,N.Countries,Log10BodyMass_g,SppRichPerGenus,Morphometrics,Osteology,Dentition,InternalAnatomy,ShapeDescription,Trichology,Coloration,Karyotype,Molecular,MolMethod,N.Genes,N.Specimens,TaxaComparedExamined,TaxaCompared,N.Pages,N_evidencesI,N_evidencesII
Rhogeessa bickhami,Rhogeessa,Vespertilionidae,Chiroptera,"A. B. Baird, Marchán-Rivadeneira, Pérez, & R. J. Baker, 2012",2012,0,4,2,,12,4,16,1,0,0,0,1,1,1,MultiLoci,2,17,7,2,6.25,25,6
Rhogeessa menchuae,Rhogeessa,Vespertilionidae,Chiroptera,"A. B. Baird, Marchán-Rivadeneira, Pérez, & R. J. Baker, 2012",2012,0,4,2,,12,4,16,1,0,0,0,1,1,1,MultiLoci,3,3,7,8,6.25,26,6
Soricomys leonardocoi,Soricomys,Muridae,Rodentia,"Balete, Rickart, Heaney, Alviola, P. A. Duya, M. V. Duya, Sosa, & Jansa, 2012",2012,0,8,2,1.55630250076729,3,6,18,1,0,0,0,1,0,1,MultiLoci,2,23,5,3,9.85,28,5
Soricomys montanus,Soricomys,Muridae,Rodentia,"Balete, Rickart, Heaney, Alviola, P. A. Duya, M. V. Duya, Sosa, & Jansa, 2012",2012,0,8,2,1.49136169383427,3,6,18,1,0,0,0,1,1,1,MultiLoci,2,18,5,4,9.85,29,6
Thoopterus suhaniahae,Thoopterus,Pteropodidae,Chiroptera,"Maryanto, Yani, Prijono, & Wiantoro",2012,0,4,1,,1,11,29,1,0,1,0,1,0,0,,0,37,1,1,12,43,5
Acomys muzei,Acomys,Muridae,Rodentia,"W. N. Verheyen, Hulselmans, Wendelen, Leirs, Corti, Backeljau, & E. Verheyen, 2011",2011,0,7,2,1.14612803567824,20,4,23,1,0,0,0,1,0,1,mtDNA,1,22,2,2,13.625,30,5
Acomys ngurui,Acomys,Muridae,Rodentia,"W. N. Verheyen, Hulselmans, Wendelen, Leirs, Corti, Backeljau, & E. Verheyen, 2011",2011,0,7,2,,20,4,23,1,0,0,0,1,0,1,mtDNA,1,23,2,1,13.625,30,5
Apomys aurorae,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,1.90308998699194,16,4,18,1,0,0,0,1,0,1,mtDNA,1,99,10,6,4.39,25,5
Apomys banahao,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,1.90848501887865,16,4,18,1,0,0,0,1,1,1,mtDNA,1,138,10,3,4.39,26,6
Apomys brownorum,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,,16,4,18,1,0,0,0,1,0,1,mtDNA,1,35,10,3,4.39,25,5
Apomys magnus,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,1.9912260756925,16,4,18,1,0,0,0,1,0,1,mtDNA,1,13,10,4,4.39,25,5
Apomys minganensis,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,1.96378782734556,16,4,18,1,0,0,0,1,0,1,mtDNA,1,98,10,2,4.39,25,5
Apomys sierrae,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,1.91907809237607,16,4,18,1,0,0,0,1,0,1,mtDNA,1,409,10,4,4.39,25,5
Apomys zambalensis,Apomys,Muridae,Rodentia,"Heaney, Balete, Rickart, Alviola, M. R. M. Duya, M. V. Duya, Veluz, VandeVrede, & Steppan, 2011",2011,,9,2,2.02118929906994,16,4,18,1,0,0,0,1,1,1,mtDNA,1,232,10,4,4.39,26,6
Asellia arabica,Asellia,Hipposideridae,Chiroptera,"Benda, Vallo, & Reiter",2011,1,3,1,,3,1,22,1,0,1,0,1,0,1,mtDNA,1,35,3,3,16.75,27,6
Cerradomys goytaca,Cerradomys,Cricetidae,Rodentia,"Tavares, Pessôa, & P. R. Gonçalves, 2011",2011,0,3,1,,6,4,15,1,0,1,0,1,1,0,,0,29,3,3,9,23,6
Cryptotis oreoryctes,Cryptotis,Soricidae,Eulipotyphla,Woodman,2011,0,1,1,,37,3,21,1,0,1,0,1,0,0,,0,7,5,9,18.75,27,5
Drymoreomys albimaculatus,Drymoreomys,Cricetidae,Rodentia,"Percequillo, Weksler, & L. P. Costa, 2011",2011,0,3,2,2.00860017176192,0,4,15,1,0,1,0,1,0,1,mtDNA,1,41,6,6,19,23,6
Fukomys ilariae,Fukomys,Bathyergidae,Rodentia,Gippoliti & Amori,2011,0,2,1,,12,0,0,0,0,0,0,1,0,0,,0,1,,5,3.5,1,1
Glischropus bucephalus,Glischropus,Vespertilionidae,Chiroptera,Csorba,2011,0,1,1,0.716003343634799,2,1,10,1,0,1,0,1,0,0,,0,14,2,3,6.2,14,5
Grammomys selousi,Grammomys,Muridae,Rodentia,"Denys, Lalis, Lecompte, Cornette, Moulin, Makundi, Machang'u, Volobouev, & Aniskine",2011,1,9,3,,13,3,13,1,0,1,0,1,1,0,,0,2,19,13,34,20,6
Hipposideros einnaythu,Hipposideros,Hipposideridae,Chiroptera,"Douangboubpha, Bumrungsri, Satasook, Soisook, Si Si Hla Bu, Aul, D. L. Harrison, Pearch, N. M. Thomas, & P. J. J. Bates",2011,1,10,5,0.653212513775344,64,13,13,1,0,1,0,1,0,0,,0,5,2,7,14.6,29,5
Hypsugo lanzai,Hypsugo,Vespertilionidae,Chiroptera,"Benda, Al-Jumaily, Reiter, & Nasher",2011,1,4,2,,15,3,37,1,0,1,0,1,0,0,,0,4,2,2,22.3,43,5
Melogale cucphuongensis,Melogale,Mustelidae,Carnivora,"Nadler, Steicher, Stefen, Schwierz, & Roos, 2011",2011,0,5,2,,5,3,25,1,0,1,0,1,0,1,mtDNA,1,2,2,4,13.25,32,6
Micronycteris buriri,Micronycteris,Phyllostomidae,Chiroptera,"P. A. Larsen, Siles, Pedersen, & Kwiecinski",2011,0,4,1,0.934498451243568,9,5,16,1,0,1,0,1,0,1,mtDNA,1,20,11,9,6.8,25,6
Miniopterus egeri,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Ramasindrazana, Maminirina, Schoeman, & Appleton",2011,0,5,4,0.785329835010767,34,4,14,1,0,1,0,1,0,1,mtDNA,1,17,4,3,13.5,22,6
Molossus alvarezi,Molossus,Molossidae,Chiroptera,"GonzÃ¡lez-Ruiz, RamÃ­rez-Pulido, & Arroyo-Cabrales",2011,0,3,1,1.3654879848909,12,2,12,1,0,1,0,1,0,0,,0,46,5,5,6,17,5
Murina beelzebub,Murina,Vespertilionidae,Chiroptera,"Nguyen Truong Son, Furey, & Csorba in Csorba, Nguyen Truong Son, Ith Saveng, & Furey",2011,0,3,4,0.740362689494244,27,12,15,1,0,1,0,1,0,0,,0,4,9,15,10.35,30,5
Murina chrysochaetes,Murina,Vespertilionidae,Chiroptera,"Eger & B. K. Lim, 2011",2011,0,2,1,0.698970004336019,27,16,15,1,0,0,0,1,0,1,mtDNA,1,1,8,6,4.16,34,5
Murina lorelieae,Murina,Vespertilionidae,Chiroptera,"Eger & B. K. Lim, 2011",2011,0,2,1,0.812913356642856,27,16,15,1,0,0,0,1,0,1,mtDNA,1,1,8,2,4.16,34,5
Murina shuipuensis,Murina,Vespertilionidae,Chiroptera,"Eger & B. K. Lim, 2011",2011,0,2,1,0.602059991327962,27,16,15,1,0,0,0,1,0,1,mtDNA,1,1,8,4,4.16,34,5
Murina walstoni,Murina,Vespertilionidae,Chiroptera,"Furey, Csorba, & Nguyen Truong Son in Csorba, Nguyen Truong Son, Ith Saveng, & Furey",2011,0,3,4,0.8750612633917,27,14,15,1,0,1,0,1,0,0,,0,3,9,15,10.5,32,5
Myotis diminutus,Myotis,Vespertilionidae,Chiroptera,Moratelli & D. E. Wilson,2011,0,2,2,0.544068044350276,117,2,15,1,0,1,0,1,0,0,,0,1,6,11,3.33,20,5
Myotis izecksohni,Myotis,Vespertilionidae,Chiroptera,"Moratelli, Peracchi, Dias, & J. A. Oliveira, 2011",2011,0,4,1,,117,5,17,1,0,0,0,1,0,0,,0,46,13,14,5.375,24,4
Myotis lavali,Myotis,Vespertilionidae,Chiroptera,"Moratelli, Peracchi, Dias, & J. A. Oliveira, 2011",2011,0,4,1,0.653212513775344,117,5,17,1,0,0,0,1,0,0,,0,45,13,13,5.375,24,4
Otomys cheesmani,Otomys,Muridae,Rodentia,"P. J. Taylor, Lavrenchenko, Carleton, E. Verheyen, N. C. Bennett, Oosthuizen, & Maree, 2011",2011,1,7,4,,28,4,10,1,0,0,0,1,0,0,,0,12,12,9,4.3,16,4
Otomys simiensis,Otomys,Muridae,Rodentia,"P. J. Taylor, Lavrenchenko, Carleton, E. Verheyen, N. C. Bennett, Oosthuizen, & Maree, 2011",2011,1,7,4,,28,4,10,1,0,0,0,1,0,1,mtDNA,1,5,12,9,4.3,17,5
Otomys yaldeni,Otomys,Muridae,Rodentia,"P. J. Taylor, Lavrenchenko, Carleton, E. Verheyen, N. C. Bennett, Oosthuizen, & Maree, 2011",2011,1,7,4,,28,4,10,1,0,0,0,1,0,0,,0,4,12,9,4.3,16,4
Rhinolophus schnitzleri,Rhinolophus,Rhinolophidae,Chiroptera,Wu Yi & Vu Dinh Thong,2011,0,2,3,,98,11,10,1,0,1,0,1,0,0,,0,1,5,2,4.55,24,5
Rhinopithecus strykeri,Rhinopithecus,Cercopithecidae,Primates,"Geissmann, Ngwe Lwin, Saw Soe Aung, Thet Naing Aung, Zin Myo Aung, Tony Htin Hla, Grindley, & Momberg, 2011",2011,0,8,4,4.05115252244738,4,2,35,1,0,0,0,1,0,0,,0,4,,4,6.75,39,4
Rhipidomys ipukensis,Rhipidomys,Cricetidae,Rodentia,"R. G. Rocha, B. M. A. Costa, & L. P. Costa, 2011",2011,0,3,2,,22,4,29,1,0,0,0,1,0,1,mtDNA,1,22,22,4,1.25,36,5
Rhipidomys itoan,Rhipidomys,Cricetidae,Rodentia,"B. M. A. Costa, Geise, Pereira, & L. P Costa, 2011",2011,0,4,1,1.90085850470199,22,4,30,1,0,0,0,1,1,1,mtDNA,1,45,12,4,3.75,38,6
Rhipidomys tribei,Rhipidomys,Cricetidae,Rodentia,"B. M. A. Costa, Geise, Pereira, & L. P Costa, 2011",2011,0,4,1,1.76342799356294,22,4,30,1,0,0,0,1,0,1,mtDNA,1,8,12,4,3.75,37,5
Sturnira perla,Sturnira,Phyllostomidae,Chiroptera,JarrÃ­n-Valladares & Kunz,2011,0,2,2,,19,6,21,1,0,1,0,1,0,0,,0,12,3,10,15.8,30,5
Akodon polopi,Akodon,Cricetidae,Rodentia,"Jayat, Ortiz, Salazar-Bravo, PardiÃ±as, & D'ElÃ­a",2010,0,5,3,,37,3,15,1,0,1,0,1,0,1,mtDNA,1,52,9,4,38.6,22,6
Calomys cerqueirai,Calomys,Cricetidae,Rodentia,"Bonvicino, J. A. Oliveira, & Gentile, 2010",2010,0,3,1,,15,4,16,1,0,0,0,1,1,1,mtDNA,1,5,6,14,11.25,24,6
Conilurus capricornensis,Conilurus,Muridae,Rodentia,Cramb & Hocknull,2010,0,2,1,,2,0,5,1,0,1,0,1,0,0,,0,28,,2,7.7,8,4
Coryphomys musseri,Coryphomys,Muridae,Rodentia,K. P. Aplin & K. M. Helgen,2010,0,2,2,,1,0,35,1,0,1,0,1,0,0,,0,30,3,1,33.25,38,4
Crocidura ninoyi,Crocidura,Soricidae,Eulipotyphla,Esselstyn & Goodman,2010,0,2,2,,185,3,10,1,0,1,0,1,0,0,,0,6,4,5,2.95,16,5
Crocidura phanluongi,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Abramov, Rozhnov, & Olsson",2010,0,4,2,,185,3,11,1,0,1,0,1,0,0,,0,4,8,8,5.85,17,5
Cryptotis lacertosus,Cryptotis,Soricidae,Eulipotyphla,"Woodman, 2010",2010,0,1,1,1.23044892137827,36,4,33,1,0,0,0,1,0,0,,0,8,3,6,5.5,39,4
Cryptotis mam,Cryptotis,Soricidae,Eulipotyphla,"Woodman, 2010",2010,0,1,1,1.04139268515823,36,4,33,1,0,0,0,1,0,0,,0,27,3,5,5.5,39,4
Hylomyscus pamfi,Hylomyscus,Muridae,Rodentia,"Nicolas, Olayemi, Wendelen, & Colyn",2010,0,4,3,,15,3,23,1,0,1,0,1,0,1,mtDNA,2,56,2,0,9.1,31,6
Mico rondoni,Mico,Cebidae,Primates,"Ferrari, Sena, Schneider, & J. S. Silva, 2010",2010,0,4,1,2.51798720302508,13,4,33,1,0,0,0,1,0,1,mtDNA,1,32,7,8,12.75,40,5
Microhydromys argenteus,Microhydromys,Muridae,Rodentia,"K. M. Helgen, Leary, & K. P. Aplin",2010,1,3,3,,1,2,20,1,0,1,0,1,0,0,,0,4,1,1,12.95,25,5
Miniopterus griffithsi,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Raminirina, Bradman, Christidis, & Appleton",2010,0,5,3,1.133539,33,4,15,1,0,1,0,1,0,1,mtDNA,1,8,1,4,7.35,23,6
Mops atsinanana,Mops,Molossidae,Chiroptera,"Goodman, Buccas, Naidoo, Ratrimomanarivo, P. J. Taylor, & Lamb",2010,1,6,3,,35,4,18,1,0,1,0,1,0,1,mtDNA,2,202,4,2,24.1,27,6
Myosorex bururiensis,Myosorex,Soricidae,Eulipotyphla,"Kerbis Peterhans & Hutterer, 2010",2010,0,2,2,1.14612803567824,16,7,12,1,0,0,0,1,0,0,,0,1,21,5,8.25,21,4
Myosorex jejei,Myosorex,Soricidae,Eulipotyphla,"Kerbis Peterhans & Hutterer, 2010",2010,0,2,2,0.929418925714293,16,7,12,1,0,0,0,1,0,0,,0,11,21,6,8.25,21,4
Nomascus annamensis,Nomascus,Hylobatidae,Primates,"Van Ngoc Thinh, Mootnick, Vu Ngoc Thanh, Nadler, & Roos, 2010",2010,0,5,3,3.84509804001426,6,0,0,0,0,0,0,1,0,1,mtDNA,1,22,3,3,6.5,2,2
Pennatomys nivalis,Pennatomys,Cricetidae,Rodentia,"Turvey, Weksler, Morris, & Nokkert",2010,0,4,2,2.04139268515823,0,3,18,1,0,1,0,1,0,0,,0,24,3,3,13.15,24,5
Peropteryx pallidoptera,Peropteryx,Emballonuridae,Chiroptera,"B. K. Lim, Engstrom, F. A. Reid, Simmons, Voss, & Fleck, 2010",2010,0,6,3,0.602059991327962,4,6,7,1,0,0,0,1,0,0,,0,19,4,4,12.5,15,4
Philantomba walteri,Philantomba,Bovidae,Artiodactyla,"Colyn, Hulselmans, Sonet, Oudé, de Winter, Natta, Nagy, & E. Verheyen, 2010",2010,0,8,4,3.95424250943933,2,1,31,1,0,0,0,1,0,1,MultiLoci,5,41,2,2,13.25,39,5
Phyllotis alisosiensis,Phyllotis,Cricetidae,Rodentia,"Ferro, J. J. MartÃ­nez, & Barquez",2010,0,3,1,1.77085201164214,19,3,20,1,0,1,0,1,0,1,mtDNA,1,2,7,3,9.55,27,6
Platyrrhinus angustirostris,Platyrrhinus,Phyllostomidae,Chiroptera,"Velazco, A. L. Gardner, & B. D. Patterson, 2010",2010,0,3,1,,17,4,21,1,0,1,0,1,0,1,MultiLoci,4,190,7,2,4.69,32,6
Platyrrhinus fusciventris,Platyrrhinus,Phyllostomidae,Chiroptera,"Velazco, A. L. Gardner, & B. D. Patterson, 2010",2010,0,3,1,,17,4,21,1,0,1,0,1,0,1,MultiLoci,4,327,7,3,4.69,32,6
Plecturocebus caquetensis,Plecturocebus,Pitheciidae,Primates,"(Defler, Bueno, & J. García, 2010)",2010,0,3,1,,18,5,24,1,0,0,0,1,1,0,,0,2,,3,6,32,5
Rattus nikenii,Rattus,Muridae,Rodentia,"Maryanto, Sinaga, Achmadi, & Maharadatunkamsi",2010,0,4,1,,67,3,23,1,0,1,0,1,0,0,,0,36,2,0,19.4,29,5
Tarsius wallacei,Tarsius,Tarsiidae,Primates,"Merker, Driller, Dahruddin, Wirdateti, Sinaga, Perwitasari-Farajallah, & Shekelle, 2010",2010,0,7,3,2.02530586526477,8,16,7,1,0,0,0,1,0,1,MultiLoci,2,15,,5,11.75,27,5
Coccymys kirrhos,Coccymys,Muridae,Rodentia,Musser & Lunde,2009,1,2,1,,2,3,21,1,0,1,0,1,0,0,,0,7,7,3,16.64,27,5
Crocidura annamitensis,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Lunde, & Moncrieff, 2009",2009,0,3,2,,183,4,31,1,0,0,0,1,0,0,,0,3,,4,2.92,37,4
Crocidura cranbrooki,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Lunde, & Moncrieff, 2009",2009,0,3,2,,183,4,31,1,0,0,0,1,0,0,,0,19,11,3,2.92,37,4
Crocidura guy,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Lunde, & Moncrieff, 2009",2009,0,3,2,,183,4,31,1,0,0,0,1,0,0,,0,5,11,4,2.92,37,4
Dendromus ruppi,Dendromus,Nesomyidae,Rodentia,Dieterlen,2009,0,1,1,,12,3,4,1,0,1,0,1,0,0,,0,18,2,2,12.2,10,5
Eliurus carletoni,Eliurus,Nesomyidae,Rodentia,"Goodman, Raheriarisena, & Jansa",2009,0,3,2,,11,4,18,1,0,1,0,1,0,0,,0,9,3,4,13.25,25,5
Eumops wilsoni,Eumops,Molossidae,Chiroptera,"R. J. Baker, McDonough, Swier, P. A. Larsen, Carrera, & Ammerman",2009,0,6,1,1.41995574848976,14,3,8,1,0,1,0,1,1,1,mtDNA,1,8,5,2,4.9,16,7
Graphiurus walterverheyeni,Graphiurus,Gliridae,Rodentia,Holden & Levine,2009,0,2,1,,14,3,24,1,0,1,0,1,0,0,,0,2,6,2,,30,5
Heteromys catopterius,Heteromys,Heteromyidae,Rodentia,R. P. Anderson & GutiÃ©rrez,2009,0,2,2,,16,4,11,1,0,1,0,1,0,0,,0,356,10,9,30.4,18,5
Lagidium ahuacaense,Lagidium,Chinchillidae,Rodentia,"Ledesma, Werner, Spotorno, & Albuja",2009,0,4,4,3.30102999566398,2,4,13,1,0,1,0,1,0,1,mtDNA,1,2,3,3,9.7,21,6
Lepilemur hollandorum,Lepilemur,Lepilemuridae,Primates,"Ramaromilanto, Lei Runhau, Engberg, S. E. Johnson, Sitzmann, & Louis",2009,0,6,3,3,20,0,0,0,0,0,0,1,0,1,MultiLoci,3,,,3,13,4,2
Microgale grandidieri,Microgale,Tenrecidae,Afrosoricida,"L. E. Olson, Rakotomalala, Hildebrandt, Lanier, Raxworthy, & Goodman, 2009",2009,0,6,2,0.959041392321094,20,5,23,1,0,0,0,1,0,1,mtDNA,1,10,1,1,7.25,31,5
Miniopterus aelleni,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Maminirina, Weyeneth, Bradman, Christidis, Ruedi, & Appleton, 2009",2009,1,7,4,0.591064607026499,32,4,12,1,0,1,0,1,0,0,,0,85,3,7,18.8,19,5
Miniopterus brachytragos,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Maminirina, Bradman, Christidis, & Appleton, 2009",2009,0,5,3,0.633468455579587,32,6,15,1,0,1,0,1,0,1,mtDNA,1,30,6,6,12.625,25,6
Miniopterus mahafaliensis,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Maminirina, Bradman, Christidis, & Appleton, 2009",2009,0,5,3,0.724275869600789,32,6,15,1,0,1,0,1,0,1,mtDNA,1,83,6,6,12.625,25,6
Mirzamys louiseae,Mirzamys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,,1,5,19,1,0,0,0,1,0,0,,0,15,11,3,5.2,26,4
Mirzamys norahae,Mirzamys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,,1,5,19,1,0,0,0,1,0,0,,0,2,11,2,5.2,26,4
Murina bicolor,Murina,Vespertilionidae,Chiroptera,"Kuo Haochih, Fang Yinping, Csorba, & Lee Lingling, 2009",2009,0,4,2,,22,1,15,1,0,0,0,1,0,0,,0,8,20,21,2.833,18,4
Murina eleryi,Murina,Vespertilionidae,Chiroptera,"Furey, Vu Dinh Thong, P. J. J. Bates, & Csorba",2009,0,4,3,0.740362689494244,22,9,20,1,0,1,0,1,0,0,,0,11,7,12,4.75,32,5
Murina gracilis,Murina,Vespertilionidae,Chiroptera,"Kuo Haochih, Fang Yinping, Csorba, & Lee Lingling, 2009",2009,0,4,2,,22,1,15,1,0,0,0,1,0,0,,0,10,20,13,2.833,18,4
Murina recondita,Murina,Vespertilionidae,Chiroptera,"Kuo Haochih, Fang Yinping, Csorba, & Lee Lingling, 2009",2009,0,4,2,,22,1,15,1,0,0,0,1,0,0,,0,19,20,13,2.833,18,4
Musseromys gulantang,Musseromys,Muridae,Rodentia,"Heaney, Balete, Rickart, Veluz, & Jansa",2009,0,5,2,1.17609125905568,0,3,8,1,0,1,0,1,0,1,nucDNA,2,1,9,2,19.2,16,6
Niviventer pianmaensis,Niviventer,Muridae,Rodentia,Li Song & Yang Junxing,2009,0,2,1,,21,3,13,1,0,1,0,1,0,0,,0,18,2,0,7.2,19,5
Nyctophilus corbeni,Nyctophilus,Vespertilionidae,Chiroptera,"Parnaby, 2009",2009,1,1,1,1.13033376849501,14,13,22,1,0,0,0,1,0,0,,0,64,7,8,4.75,37,4
Nyctophilus shirleyae,Nyctophilus,Vespertilionidae,Chiroptera,"Parnaby, 2009",2009,1,1,1,1.09691001300806,14,10,22,1,0,0,0,1,0,0,,0,4,7,14,4.75,34,4
Oecomys sydandersoni,Oecomys,Cricetidae,Rodentia,"Carleton, L. H. Emmons, & Musser",2009,0,3,1,1.7160033436348,16,4,17,1,0,1,0,1,0,0,,0,25,2,2,23.75,24,5
Petaurista mechukaensis,Petaurista,Sciuridae,Rodentia,"Choudhury, 2009",2009,0,1,1,,17,2,0,0,0,0,0,1,0,0,,0,1,,0,1.05,3,2
Petaurista mishmiensis,Petaurista,Sciuridae,Rodentia,"Choudhury, 2009",2009,,1,,,17,,,,,,,,,,,,,,,,,
Pipistrellus creticus,Pipistrellus,Vespertilionidae,Chiroptera,"Benda in Benda, Georgiakakis, Dietz, HanÃ¡k, Galanaki, Markantonatou, ChudÃ¡rkovÃ¡, Hulva, & HorÃ¡Äek",2009,1,1,3,,30,4,41,1,0,1,0,1,0,1,mtDNA,1,8,,4,57.3,49,6
Platyrrhinus nitelinea,Platyrrhinus,Phyllostomidae,Chiroptera,Velazco & A. L. Gardner,2009,0,2,1,,15,3,21,1,0,1,0,1,0,0,,0,52,9,16,25.35,27,5
Pseudohydromys berniceae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,,11,5,19,1,0,0,0,1,0,0,,0,6,11,11,5.2,26,4
Pseudohydromys carlae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,1.14612803567824,11,5,19,1,0,0,0,1,0,0,,0,3,11,3,5.2,26,4
Pseudohydromys eleanorae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,,11,5,19,1,0,0,0,1,0,0,,0,4,11,3,5.2,26,4
Pseudohydromys patriciae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,1.38021124171161,11,5,19,1,0,0,0,1,0,0,,0,2,11,11,5.2,26,4
Pseudohydromys pumehanae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,1.30102999566398,11,5,19,1,0,0,0,1,0,0,,0,3,11,4,5.2,26,4
Pseudohydromys sandrae,Pseudohydromys,Muridae,Rodentia,"K. M. Helgen & L. E. Helgen, 2009",2009,1,2,1,1.30102999566398,11,5,19,1,0,0,0,1,0,0,,0,1,11,4,5.2,26,4
Pteropus allenorum,Pteropus,Pteropodidae,Chiroptera,"K. M. Helgen, L. E. Helgen, & D. E. Wilson, 2009",2009,0,3,1,,62,1,13,1,0,0,0,1,0,0,,0,1,4,8,10.625,16,4
Pteropus coxi,Pteropus,Pteropodidae,Chiroptera,"K. M. Helgen, L. E. Helgen, & D. E. Wilson, 2009",2009,0,3,1,,62,1,13,1,0,0,0,1,0,0,,0,2,4,3,10.625,16,4
Reithrodontomys musseri,Reithrodontomys,Cricetidae,Rodentia,A. L. Gardner & Carleton,2009,0,2,1,,24,3,26,1,0,1,0,1,0,0,,0,1,10,6,20.75,32,5
Rhinolophus thailandensis,Rhinolophus,Rhinolophidae,Chiroptera,"Wu Yi, Harada, & Motokawa",2009,0,3,2,1.34242268082221,97,6,10,1,0,1,0,1,1,0,,0,10,2,3,7.4,20,6
Rhinolophus xinanzhongguoensis,Rhinolophus,Rhinolophidae,Chiroptera,"Zhou Zhaomin, GuillÃ©n-Servent, B. K. Lim, Eger, Wang Yingxiang, & Jiang Xuelong",2009,0,6,3,1.35793484700045,97,13,9,1,0,1,0,1,0,1,mtDNA,1,5,16,10,10.9,26,6
Rhinopoma hadramauticum,Rhinopoma,Rhinopomatidae,Chiroptera,"Benda in Benda, Reiter, Al-Jumaily, Nasher, & Hulva",2009,0,1,2,1,5,3,23,1,0,1,0,1,0,1,mtDNA,1,20,6,6,9.2,30,6
Suncus hututsi,Suncus,Soricidae,Eulipotyphla,Kerbis Peterhans & Hutterer,2009,0,2,2,0.414973347970818,18,3,10,1,0,1,0,1,0,0,,0,11,,2,8.2,16,5
Surdisorex schlitteri,Surdisorex,Soricidae,Eulipotyphla,"Kerbis Peterhans, Stanley, Hutterer, Demos, & Agwanda",2009,0,5,3,,2,3,17,1,0,1,0,1,0,0,,0,1,2,2,6.7,23,5
Sylvisorex akaibei,Sylvisorex,Soricidae,Eulipotyphla,"Mukinzi, Hutterer, & BarriÃ¨re",2009,0,3,3,,14,3,15,1,0,1,0,1,0,0,,0,4,2,9,3.4,21,5
Sylvisorex corbeti,Sylvisorex,Soricidae,Eulipotyphla,Hutterer & Montermann,2009,0,2,1,1.47712125471966,14,4,11,1,0,1,0,1,0,0,,0,1,1,1,4.75,18,5
Sylvisorex silvanorum,Sylvisorex,Soricidae,Eulipotyphla,"Hutterer, Riegert, & SedlÃ¡Äek",2009,0,3,2,,14,4,10,1,0,1,0,1,0,0,,0,3,6,8,4.5,17,5
Triaenops menamena,Triaenops,Rhinonycteridae,Chiroptera,Goodman & Ranivo,2009,0,2,2,,3,11,15,1,0,0,0,0,0,0,,0,1,3,0,6.5,27,3
Triaenops parvus,Triaenops,Rhinonycteridae,Chiroptera,Benda & Vallo,2009,1,2,1,,3,3,23,1,0,1,0,1,0,1,mtDNA,1,8,4,3,25.6,30,6
Avahi mooreorum,Avahi,Indriidae,Primates,"Lei Runhua, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman, & Louis, 2008",2008,0,8,2,2.96378782734556,8,0,0,0,0,0,0,1,0,1,mtDNA,2,,,1,13.25,3,2
Batomys hamiguitan,Batomys,Muridae,Rodentia,"Balete, Heaney, Rickart, Quidlat, & Ibanez",2008,0,5,2,,4,3,28,1,0,1,0,1,0,0,,0,8,3,3,14.05,34,5
Cacajao ayresi,Cacajao,Pitheciidae,Primates,"Boubli, M. N. F. Silva, Amado, Hrbek, Pontual, & Farias, 2008",2008,0,6,4,3.3489470659256,6,4,0,0,0,0,0,1,0,1,mtDNA,1,3,2,2,4.583,6,3
